PID TICKETS TICKS
1, 1, 1
2, 1, 2
9, 1, 0
4, 3, 455
6, 2, 209
8, 1, 78
1, 1, 1
2, 1, 2
9, 1, 0
4, 3, 486
6, 2, 247
8, 1, 116
1, 1, 1
2, 1, 2
9, 1, 0
4, 3, 517
6, 2, 285
8, 1, 154
1, 1, 1
2, 1, 2
9, 1, 0
4, 3, 547
6, 2, 320
8, 1, 189
1, 1, 1
2, 1, 2
9, 1, 0
4, 3, 576
6, 2, 356
8, 1, 225
1, 1, 1
2, 1, 2
9, 1, 0
4, 3, 608
6, 2, 391
8, 1, 260
1, 1, 1
2, 1, 2
9, 1, 0
4, 3, 637
6, 2, 429
8, 1, 298
